rouge1_precision,rouge1_recall,rouge1_fmeasure,rouge2_precision,rouge2_recall,rouge2_fmeasure,rougeL_precision,rougeL_recall,rougeL_fmeasure
0.06172839506172839,0.1724137931034483,0.09090909090909091,0.018633540372670808,0.05263157894736842,0.027522935779816512,0.04938271604938271,0.13793103448275862,0.07272727272727272
0.8529411764705882,0.9666666666666667,0.90625,0.8181818181818182,0.9310344827586207,0.8709677419354839,0.8529411764705882,0.9666666666666667,0.90625
0.7333333333333333,0.2716049382716049,0.3963963963963964,0.3793103448275862,0.1375,0.20183486238532108,0.5666666666666667,0.20987654320987653,0.3063063063063063
0.2664359861591695,0.5099337748344371,0.35,0.06597222222222222,0.12666666666666668,0.0867579908675799,0.12110726643598616,0.23178807947019867,0.1590909090909091
0.8666666666666667,1.0,0.9285714285714286,0.8636363636363636,1.0,0.9268292682926829,0.8666666666666667,1.0,0.9285714285714286
0.5166666666666667,0.5740740740740741,0.543859649122807,0.1864406779661017,0.20754716981132076,0.19642857142857145,0.43333333333333335,0.48148148148148145,0.456140350877193
0.6103896103896104,0.7230769230769231,0.6619718309859155,0.40789473684210525,0.484375,0.44285714285714284,0.5194805194805194,0.6153846153846154,0.5633802816901409
0.2742857142857143,0.6,0.37647058823529406,0.10344827586206896,0.22784810126582278,0.1422924901185771,0.22285714285714286,0.4875,0.30588235294117644
0.5238095238095238,0.9565217391304348,0.6769230769230768,0.4939759036144578,0.9111111111111111,0.640625,0.5238095238095238,0.9565217391304348,0.6769230769230768
0.5763888888888888,0.8383838383838383,0.6831275720164609,0.42657342657342656,0.6224489795918368,0.5062240663900415,0.5555555555555556,0.8080808080808081,0.6584362139917695
